,sentence no,sentence,word,tag
374,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",restore,OTHER
375,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",Multiscale,B-ABILITY
376,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",to,OTHER
377,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",ease,OTHER
378,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",additional,OTHER
379,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",setup,OTHER
380,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",to,OTHER
381,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",negate,OTHER
382,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",Intimidate,B-ABILITY
383,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",It,OTHER
384,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",also,OTHER
385,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",lets,OTHER
386,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",Dragonite,B-POKEMON
387,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",boost,OTHER
388,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",multiple,OTHER
389,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",times,OTHER
390,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",against,OTHER
391,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",Tapu,B-POKEMON
392,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",Koko,I-POKEMON
393,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",and,OTHER
394,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",threaten,OTHER
395,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",Pokemon,OTHER
396,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",like,OTHER
397,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",Tapu,B-POKEMON
398,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",Bulu,I-POKEMON
399,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",early-game,OTHER
400,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",even,OTHER
401,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",in,OTHER
402,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",the,OTHER
403,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",presence,OTHER
404,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",of,OTHER
405,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",Stealth,B-MOVE
406,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game","Rock,",I-MOVE
407,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",restoring,OTHER
408,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",Multiscale,B-ABILITY
409,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",and,OTHER
410,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",the,OTHER
411,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",ability,OTHER
412,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",to,OTHER
413,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",set,OTHER
414,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",up,OTHER
415,17,"It also lets Dragonite boost multiple times against Tapu Koko and threaten Pokemon like Tapu Bulu early-game even in the presence of Stealth Rock, restoring Multiscale and the ability to set up and break or sweep mid- or late-game",and,OTHER
