og_#,#,,Name,Type,Total,HP,Attack,Defense,Sp. Atk,Sp.Def,Speed
b'830 EldegossGrass  460 60 50 90 80 120 60',831 WoolooNormal  270 42 40 55 40 45 48,,,,,,,830 ,,,
b'831 WoolooNormal  270 42 40 55 40 45 48',832 DubwoolNormal  490 72 80 100 60 90 88,,,,,,,831 ,,,
b'832 DubwoolNormal  490 72 80 100 60 90 88',833 ChewtleWater  284 50 64 50 38 38 44,,,,,,,832 ,,,
b'833 ChewtleWater  284 50 64 50 38 38 44',834 DrednawWater Rock 485 90 115 90 48 68 74,,,,,,,833 ,,,
b'834 DrednawWater Rock 485 90 115 90 48 68 74',835 YamperElectric  270 59 45 50 40 50 26,,,,,,,834 ,,,
b'835 YamperElectric  270 59 45 50 40 50 26',836 BoltundElectric  490 69 90 60 90 60 121,,,,,,,835 ,,,
b'836 BoltundElectric  490 69 90 60 90 60 121',837 RolycolyRock  240 30 40 50 40 50 30,,,,,,,836 ,,,
b'837 RolycolyRock  240 30 40 50 40 50 30',838 CarkolRock Fire 410 80 60 90 60 70 50,,,,,,,837 ,,,
b'838 CarkolRock Fire 410 80 60 90 60 70 50',839 CoalossalRock Fire 510 110 80 120 80 90 30,,,,,,,838 ,,,
b'839 CoalossalRock Fire 510 110 80 120 80 90 30',840 ApplinGrass Dragon 260 40 40 80 40 40 20,,,,,,,839 ,,,
b'840 ApplinGrass Dragon 260 40 40 80 40 40 20',841 FlappleGrass Dragon 485 70 110 80 95 60 70,,,,,,,840 ,,,
b'841 FlappleGrass Dragon 485 70 110 80 95 60 70',842 AppletunGrass Dragon 485 110 85 80 100 80 30,,,,,,,841 ,,,
b'842 AppletunGrass Dragon 485 110 85 80 100 80 30',843 SilicobraGround  315 52 57 75 35 50 46,,,,,,,842 ,,,
b'843 SilicobraGround  315 52 57 75 35 50 46',844 SandacondaGround  510 72 107 125 65 70 71,,,,,,,843 ,,,
b'844 SandacondaGround  510 72 107 125 65 70 71',845 CramorantFlying Water 475 70 85 55 85 95 85,,,,,,,844 ,,,
b'845 CramorantFlying Water 475 70 85 55 85 95 85',846 ArrokudaWater  280 41 63 40 40 30 66,,,,,,,845 ,,,
b'846 ArrokudaWater  280 41 63 40 40 30 66',847 BarraskewdaWater  490 61 123 60 60 50 136,,,,,,,846 ,,,
b'847 BarraskewdaWater  490 61 123 60 60 50 136',848 ToxelElectric Poison 242 40 38 35 54 35 40,,,,,,,847 ,,,
b'848 ToxelElectric Poison 242 40 38 35 54 35 40',849 Toxtricity Amped FormElectric Poison 502 75 98 70 114 70 75,,,,,,,848 ,,,
b'849 Toxtricity Amped FormElectric Poison 502 75 98 70 114 70 75',849 Toxtricity Low Key FormElectric Poison 502 75 98 70 114 70 75,,,,,,,849 ,,,
b'849 Toxtricity Low Key FormElectric Poison 502 75 98 70 114 70 75',850 SizzlipedeFire Bug 305 50 65 45 50 50 45,,,,,,,849 ,,,
b'850 SizzlipedeFire Bug 305 50 65 45 50 50 45',851 CentiskorchFire Bug 525 100 115 65 90 90 65,,,,,,,850 ,,,
b'851 CentiskorchFire Bug 525 100 115 65 90 90 65',852 ClobbopusFighting  310 50 68 60 50 50 32,,,,,,,851 ,,,
b'852 ClobbopusFighting  310 50 68 60 50 50 32',853 GrapploctFighting  480 80 118 90 70 80 42,,,,,,,852 ,,,
b'853 GrapploctFighting  480 80 118 90 70 80 42',854 SinisteaGhost  308 40 45 45 74 54 50,,,,,,,853 ,,,
b'854 SinisteaGhost  308 40 45 45 74 54 50',855 PolteageistGhost  508 60 65 65 134 114 70,,,,,,,854 ,,,
b'855 PolteageistGhost  508 60 65 65 134 114 70',856 HatennaPsychic  265 42 30 45 56 53 39,,,,,,,855 ,,,
b'856 HatennaPsychic  265 42 30 45 56 53 39',857 HattremPsychic  370 57 40 65 86 73 49,,,,,,,856 ,,,
b'857 HattremPsychic  370 57 40 65 86 73 49',858 HatterenePsychic Fairy 510 57 90 95 136 103 29,,,,,,,857 ,,,
b'858 HatterenePsychic Fairy 510 57 90 95 136 103 29',859 ImpidimpDark Fairy 265 45 45 30 55 40 50,,,,,,,858 ,,,
b'859 ImpidimpDark Fairy 265 45 45 30 55 40 50',860 MorgremDark Fairy 370 65 60 45 75 55 70,,,,,,,859 ,,,
b'860 MorgremDark Fairy 370 65 60 45 75 55 70',861 GrimmsnarlDark Fairy 510 95 120 65 95 75 60,,,,,,,860 ,,,
b'861 GrimmsnarlDark Fairy 510 95 120 65 95 75 60',862 ObstagoonDark Normal 520 93 90 101 60 81 95,,,,,,,861 ,,,
b'862 ObstagoonDark Normal 520 93 90 101 60 81 95',863 PerrserkerSteel  440 70 110 100 50 60 50,,,,,,,862 ,,,
b'863 PerrserkerSteel  440 70 110 100 50 60 50',864 CursolaGhost  510 60 95 50 145 130 30,,,,,,,863 ,,,
b'864 CursolaGhost  510 60 95 50 145 130 30',865 Sirfetch'dFighting  507 62 135 95 68 82 65,,,,,,,864 ,,,
b'866 Mr. RimeIce Psychic 520 80 85 75 110 100 70',866 Mr. RimeIce Psychic 520 80 85 75 110 100 70,,,,,,,866 ,,,
b'867 RunerigusGround Ghost 483 58 95 145 50 105 30',867 RunerigusGround Ghost 483 58 95 145 50 105 30,,,,,,,867 ,,,
b'868 MilceryFairy  270 45 40 40 50 61 34',868 MilceryFairy  270 45 40 40 50 61 34,,,,,,,868 ,,,
b'869 AlcremieFairy  495 65 60 75 110 121 64',869 AlcremieFairy  495 65 60 75 110 121 64,,,,,,,869 ,,,
b'870 FalinksFighting  470 65 100 100 70 60 75',870 FalinksFighting  470 65 100 100 70 60 75,,,,,,,870 ,,,
b'871 PincurchinElectric  435 48 101 95 91 85 15',871 PincurchinElectric  435 48 101 95 91 85 15,,,,,,,871 ,,,
b'872 SnomIce Bug 185 30 25 35 45 30 20',872 SnomIce Bug 185 30 25 35 45 30 20,,,,,,,872 ,,,
b'873 FrosmothIce Bug 475 70 65 60 125 90 65',873 FrosmothIce Bug 475 70 65 60 125 90 65,,,,,,,873 ,,,
b'874 StonjournerRock  470 100 125 135 20 20 70',874 StonjournerRock  470 100 125 135 20 20 70,,,,,,,874 ,,,
b'875 Eiscue Ice FaceIce  470 75 80 110 65 90 50',875 Eiscue Ice FaceIce  470 75 80 110 65 90 50,,,,,,,875 ,,,
b'875 Eiscue Noice FaceIce  470 75 80 70 65 50 130',875 Eiscue Noice FaceIce  470 75 80 70 65 50 130,,,,,,,875 ,,,
b'876 Indeedee FemalePsychic Normal 475 70 55 65 95 105 85',876 Indeedee FemalePsychic Normal 475 70 55 65 95 105 85,,,,,,,876 ,,,
b'876 Indeedee MalePsychic Normal 475 60 65 55 105 95 95',876 Indeedee MalePsychic Normal 475 60 65 55 105 95 95,,,,,,,876 ,,,
b'877 Morpeko Full Belly ModeElectric Dark 436 58 95 58 70 58 97',877 Morpeko Full Belly ModeElectric Dark 436 58 95 58 70 58 97,,,,,,,877 ,,,
b'877 Morpeko Hangry ModeElectric Dark 436 58 95 58 70 58 97',877 Morpeko Hangry ModeElectric Dark 436 58 95 58 70 58 97,,,,,,,877 ,,,
b'878 CufantSteel  330 72 80 49 40 49 40',878 CufantSteel  330 72 80 49 40 49 40,,,,,,,878 ,,,
b'879 CopperajahSteel  500 122 130 69 80 69 30',879 CopperajahSteel  500 122 130 69 80 69 30,,,,,,,879 ,,,
b'880 DracozoltElectric Dragon 505 90 100 90 80 70 75',880 DracozoltElectric Dragon 505 90 100 90 80 70 75,,,,,,,880 ,,,
b'881 ArctozoltElectric Ice 505 90 100 90 90 80 55',881 ArctozoltElectric Ice 505 90 100 90 90 80 55,,,,,,,881 ,,,
b'882 DracovishWater Dragon 505 90 90 100 70 80 75',882 DracovishWater Dragon 505 90 90 100 70 80 75,,,,,,,882 ,,,
b'883 ArctovishWater Ice 505 90 90 100 80 90 55',883 ArctovishWater Ice 505 90 90 100 80 90 55,,,,,,,883 ,,,
b'884 DuraludonSteel Dragon 535 70 95 115 120 50 85',884 DuraludonSteel Dragon 535 70 95 115 120 50 85,,,,,,,884 ,,,
b'885 DreepyDragon Ghost 270 28 60 30 40 30 82',885 DreepyDragon Ghost 270 28 60 30 40 30 82,,,,,,,885 ,,,
b'886 DrakloakDragon Ghost 410 68 80 50 60 50 102',886 DrakloakDragon Ghost 410 68 80 50 60 50 102,,,,,,,886 ,,,
b'887 DragapultDragon Ghost 600 88 120 75 100 75 142',887 DragapultDragon Ghost 600 88 120 75 100 75 142,,,,,,,887 ,,,
b'888 Zacian Crowned SwordFairy Steel 700 92 150 115 80 115 148',888 Zacian Crowned SwordFairy Steel 700 92 150 115 80 115 148,,,,,,,888 ,,,
b'888 Zacian Hero of Many BattlesFairy  660 92 120 115 80 115 138',888 Zacian Hero of Many BattlesFairy  660 92 120 115 80 115 138,,,,,,,888 ,,,
b'889 Zamazenta Crowned ShieldFighting Steel 700 92 120 140 80 140 128',889 Zamazenta Crowned ShieldFighting Steel 700 92 120 140 80 140 128,,,,,,,889 ,,,
b'889 Zamazenta Hero of Many BattlesFighting  660 92 120 115 80 115 138',889 Zamazenta Hero of Many BattlesFighting  660 92 120 115 80 115 138,,,,,,,889 ,,,
b'890 Eternatus EternamaxPoison Dragon 1125 255 115 250 125 250 130',890 Eternatus EternamaxPoison Dragon 1125 255 115 250 125 250 130,,,,,,,890 ,,,
b'890 EternatusPoison Dragon 690 140 85 95 145 95 130',890 EternatusPoison Dragon 690 140 85 95 145 95 130,,,,,,,890 ,,,
b'891 KubfuFighting  385 60 90 60 53 50 72',891 KubfuFighting  385 60 90 60 53 50 72,,,,,,,891 ,,,
b'892 Urshifu Rapid Strike StyleFighting Water 550 100 130 100 63 60 97',892 Urshifu Rapid Strike StyleFighting Water 550 100 130 100 63 60 97,,,,,,,892 ,,,
b'892 Urshifu Single Strike StyleFighting Dark 550 100 130 100 63 60 97',892 Urshifu Single Strike StyleFighting Dark 550 100 130 100 63 60 97,,,,,,,892 ,,,
b'893 ZarudeDark Grass 600 105 120 105 70 95 105',893 ZarudeDark Grass 600 105 120 105 70 95 105,,,,,,,893 ,,,
b'894 RegielekiElectric  580 80 100 50 100 50 200',894 RegielekiElectric  580 80 100 50 100 50 200,,,,,,,894 ,,,
b'895 RegidragoDragon  580 200 100 50 100 50 80',895 RegidragoDragon  580 200 100 50 100 50 80,,,,,,,895 ,,,
b'896 GlastrierIce  580 100 145 130 65 110 30',896 GlastrierIce  580 100 145 130 65 110 30,,,,,,,896 ,,,
b'897 SpectrierGhost  580 100 65 60 145 80 130',897 SpectrierGhost  580 100 65 60 145 80 130,,,,,,,897 ,,,
b'898 Calyrex Ice RiderPsychic Ice 680 100 165 150 85 130 50',898 Calyrex Ice RiderPsychic Ice 680 100 165 150 85 130 50,,,,,,,898 ,,,
b'898 Calyrex Shadow RiderPsychic Ghost 680 100 85 80 165 100 150',898 Calyrex Shadow RiderPsychic Ghost 680 100 85 80 165 100 150,,,,,,,898 ,,,
b'898 CalyrexPsychic Grass 500 100 80 80 80 80 80',898 CalyrexPsychic Grass 500 100 80 80 80 80 80,,,,,,,898 ,,,
b'899 WyrdeerNormal Psychic 525 103 105 72 105 75 65',899 WyrdeerNormal Psychic 525 103 105 72 105 75 65,,,,,,,899 ,,,
b'900 KleavorBug Rock 500 70 130 95 45 75 85',900 KleavorBug Rock 500 70 130 95 45 75 85,,,,,,,900 ,,,
b'901 UrsalunaGround Normal 550 130 140 105 45 80 50',901 UrsalunaGround Normal 550 130 140 105 45 80 50,,,,,,,901 ,,,
b'902 Basculegion FemaleWater Ghost 530 120 92 65 100 75 78',902 Basculegion FemaleWater Ghost 530 120 92 65 100 75 78,,,,,,,902 ,,,
b'902 Basculegion MaleWater Ghost 530 120 112 65 80 75 78',902 Basculegion MaleWater Ghost 530 120 112 65 80 75 78,,,,,,,902 ,,,
b'903 SneaslerPoison Fighting 510 80 130 60 40 80 120',903 SneaslerPoison Fighting 510 80 130 60 40 80 120,,,,,,,903 ,,,
b'904 OverqwilDark Poison 510 85 115 95 65 65 85',904 OverqwilDark Poison 510 85 115 95 65 65 85,,,,,,,904 ,,,
b'905 Enamorus Incarnate FormeFairy Flying 580 74 115 70 135 80 106',905 Enamorus Incarnate FormeFairy Flying 580 74 115 70 135 80 106,,,,,,,905 ,,,
b'905 Enamorus Therian FormeFairy Flying 580 74 115 110 135 100 46',905 Enamorus Therian FormeFairy Flying 580 74 115 110 135 100 46,,,,,,,905 ,,,
b'906 SprigatitoGrass  310 40 61 54 45 45 65',906 SprigatitoGrass  310 40 61 54 45 45 65,,,,,,,906 ,,,
b'907 FloragatoGrass  410 61 80 63 60 63 83',907 FloragatoGrass  410 61 80 63 60 63 83,,,,,,,907 ,,,
b'908 MeowscaradaGrass Dark 530 76 110 70 81 70 123',908 MeowscaradaGrass Dark 530 76 110 70 81 70 123,,,,,,,908 ,,,
b'909 FuecocoFire  310 67 45 59 63 40 36',909 FuecocoFire  310 67 45 59 63 40 36,,,,,,,909 ,,,
b'910 CrocalorFire  411 81 55 78 90 58 49',910 CrocalorFire  411 81 55 78 90 58 49,,,,,,,910 ,,,
b'911 SkeledirgeFire Ghost 530 104 75 100 110 75 66',911 SkeledirgeFire Ghost 530 104 75 100 110 75 66,,,,,,,911 ,,,
b'912 QuaxlyWater  310 55 65 45 50 45 50',912 QuaxlyWater  310 55 65 45 50 45 50,,,,,,,912 ,,,
b'913 QuaxwellWater  410 70 85 65 65 60 65',913 QuaxwellWater  410 70 85 65 65 60 65,,,,,,,913 ,,,
b'914 QuaquavalWater Fighting 530 85 120 80 85 75 85',914 QuaquavalWater Fighting 530 85 120 80 85 75 85,,,,,,,914 ,,,
b'915 LechonkNormal  254 54 45 40 35 45 35',915 LechonkNormal  254 54 45 40 35 45 35,,,,,,,915 ,,,
b'916 Oinkologne FemaleNormal  489 115 90 70 59 90 65',916 Oinkologne FemaleNormal  489 115 90 70 59 90 65,,,,,,,916 ,,,
b'916 Oinkologne MaleNormal  489 110 100 75 59 80 65',916 Oinkologne MaleNormal  489 110 100 75 59 80 65,,,,,,,916 ,,,
b'917 TarountulaBug  210 35 41 45 29 40 20',917 TarountulaBug  210 35 41 45 29 40 20,,,,,,,917 ,,,
b'918 SpidopsBug  404 60 79 92 52 86 35',918 SpidopsBug  404 60 79 92 52 86 35,,,,,,,918 ,,,
b'919 NymbleBug  210 33 46 40 21 25 45',919 NymbleBug  210 33 46 40 21 25 45,,,,,,,919 ,,,
b'920 LokixBug Dark 450 71 102 78 52 55 92',920 LokixBug Dark 450 71 102 78 52 55 92,,,,,,,920 ,,,
b'921 PawmiElectric  240 45 50 20 40 25 60',921 PawmiElectric  240 45 50 20 40 25 60,,,,,,,921 ,,,
b'922 PawmoElectric Fighting 350 60 75 40 50 40 85',922 PawmoElectric Fighting 350 60 75 40 50 40 85,,,,,,,922 ,,,
b'923 PawmotElectric Fighting 490 70 115 70 70 60 105',923 PawmotElectric Fighting 490 70 115 70 70 60 105,,,,,,,923 ,,,
b'924 TandemausNormal  305 50 50 45 40 45 75',924 TandemausNormal  305 50 50 45 40 45 75,,,,,,,924 ,,,
b'925 Maushold Family of FourNormal  470 74 75 70 65 75 111',925 Maushold Family of FourNormal  470 74 75 70 65 75 111,,,,,,,925 ,,,
b'925 Maushold Family of ThreeNormal  470 74 75 70 65 75 111',925 Maushold Family of ThreeNormal  470 74 75 70 65 75 111,,,,,,,925 ,,,
b'926 FidoughFairy  312 37 55 70 30 55 65',926 FidoughFairy  312 37 55 70 30 55 65,,,,,,,926 ,,,
b'927 DachsbunFairy  477 57 80 115 50 80 95',927 DachsbunFairy  477 57 80 115 50 80 95,,,,,,,927 ,,,
b'928 SmolivGrass Normal 260 41 35 45 58 51 30',928 SmolivGrass Normal 260 41 35 45 58 51 30,,,,,,,928 ,,,
b'929 DollivGrass Normal 354 52 53 60 78 78 33',929 DollivGrass Normal 354 52 53 60 78 78 33,,,,,,,929 ,,,
b'930 ArbolivaGrass Normal 510 78 69 90 125 109 39',930 ArbolivaGrass Normal 510 78 69 90 125 109 39,,,,,,,930 ,,,
b'931 Squawkabilly Blue PlumageNormal Flying 417 82 96 51 45 51 92',931 Squawkabilly Blue PlumageNormal Flying 417 82 96 51 45 51 92,,,,,,,931 ,,,
b'931 Squawkabilly Green PlumageNormal Flying 417 82 96 51 45 51 92',931 Squawkabilly Green PlumageNormal Flying 417 82 96 51 45 51 92,,,,,,,931 ,,,
b'931 Squawkabilly White PlumageNormal Flying 417 82 96 51 45 51 92',931 Squawkabilly White PlumageNormal Flying 417 82 96 51 45 51 92,,,,,,,931 ,,,
b'931 Squawkabilly Yellow PlumageNormal Flying 417 82 96 51 45 51 92',931 Squawkabilly Yellow PlumageNormal Flying 417 82 96 51 45 51 92,,,,,,,931 ,,,
b'932 NacliRock  280 55 55 75 35 35 25',932 NacliRock  280 55 55 75 35 35 25,,,,,,,932 ,,,
b'933 NaclstackRock  355 60 60 100 35 65 35',933 NaclstackRock  355 60 60 100 35 65 35,,,,,,,933 ,,,
b'934 GarganaclRock  500 100 100 130 45 90 35',934 GarganaclRock  500 100 100 130 45 90 35,,,,,,,934 ,,,
b'935 CharcadetFire  255 40 50 40 50 40 35',935 CharcadetFire  255 40 50 40 50 40 35,,,,,,,935 ,,,
b'936 ArmarougeFire Psychic 525 85 60 100 125 80 75',936 ArmarougeFire Psychic 525 85 60 100 125 80 75,,,,,,,936 ,,,
b'937 CeruledgeFire Ghost 525 75 125 80 60 100 85',937 CeruledgeFire Ghost 525 75 125 80 60 100 85,,,,,,,937 ,,,
b'938 TadbulbElectric  272 61 31 41 59 35 45',938 TadbulbElectric  272 61 31 41 59 35 45,,,,,,,938 ,,,
b'939 BelliboltElectric  495 109 64 91 103 83 45',939 BelliboltElectric  495 109 64 91 103 83 45,,,,,,,939 ,,,
b'940 WattrelElectric Flying 280 40 40 35 55 40 70',940 WattrelElectric Flying 280 40 40 35 55 40 70,,,,,,,940 ,,,
b'941 KilowattrelElectric Flying 490 70 70 60 105 60 125',941 KilowattrelElectric Flying 490 70 70 60 105 60 125,,,,,,,941 ,,,
b'942 MaschiffDark  340 60 78 60 40 51 51',942 MaschiffDark  340 60 78 60 40 51 51,,,,,,,942 ,,,
b'943 MabosstiffDark  505 80 120 90 60 70 85',943 MabosstiffDark  505 80 120 90 60 70 85,,,,,,,943 ,,,
b'944 ShroodlePoison Normal 290 40 65 35 40 35 75',944 ShroodlePoison Normal 290 40 65 35 40 35 75,,,,,,,944 ,,,
b'945 GrafaiaiPoison Normal 485 63 95 65 80 72 110',945 GrafaiaiPoison Normal 485 63 95 65 80 72 110,,,,,,,945 ,,,
b'946 BramblinGrass Ghost 275 40 65 30 45 35 60',946 BramblinGrass Ghost 275 40 65 30 45 35 60,,,,,,,946 ,,,
b'947 BrambleghastGrass Ghost 480 55 115 70 80 70 90',947 BrambleghastGrass Ghost 480 55 115 70 80 70 90,,,,,,,947 ,,,
b'948 ToedscoolGround Grass 335 40 40 35 50 100 70',948 ToedscoolGround Grass 335 40 40 35 50 100 70,,,,,,,948 ,,,
b'949 ToedscruelGround Grass 515 80 70 65 80 120 100',949 ToedscruelGround Grass 515 80 70 65 80 120 100,,,,,,,949 ,,,
b'950 KlawfRock  450 70 100 115 35 55 75',950 KlawfRock  450 70 100 115 35 55 75,,,,,,,950 ,,,
b'951 CapsakidGrass  304 50 62 40 62 40 50',951 CapsakidGrass  304 50 62 40 62 40 50,,,,,,,951 ,,,
b'952 ScovillainGrass Fire 486 65 108 65 108 65 75',952 ScovillainGrass Fire 486 65 108 65 108 65 75,,,,,,,952 ,,,
b'953 RellorBug  270 41 50 60 31 58 30',953 RellorBug  270 41 50 60 31 58 30,,,,,,,953 ,,,
b'954 RabscaBug Psychic 470 75 50 85 115 100 45',954 RabscaBug Psychic 470 75 50 85 115 100 45,,,,,,,954 ,,,
b'955 FlittlePsychic  255 30 35 30 55 30 75',955 FlittlePsychic  255 30 35 30 55 30 75,,,,,,,955 ,,,
b'956 EspathraPsychic  481 95 60 60 101 60 105',956 EspathraPsychic  481 95 60 60 101 60 105,,,,,,,956 ,,,
b'957 TinkatinkFairy Steel 297 50 45 45 35 64 58',957 TinkatinkFairy Steel 297 50 45 45 35 64 58,,,,,,,957 ,,,
b'958 TinkatuffFairy Steel 380 65 55 55 45 82 78',958 TinkatuffFairy Steel 380 65 55 55 45 82 78,,,,,,,958 ,,,
b'959 TinkatonFairy Steel 506 85 75 77 70 105 94',959 TinkatonFairy Steel 506 85 75 77 70 105 94,,,,,,,959 ,,,
b'960 WiglettWater  245 10 55 25 35 25 95',960 WiglettWater  245 10 55 25 35 25 95,,,,,,,960 ,,,
b'961 WugtrioWater  425 35 100 50 50 70 120',961 WugtrioWater  425 35 100 50 50 70 120,,,,,,,961 ,,,
b'962 BombirdierFlying Dark 485 70 103 85 60 85 82',962 BombirdierFlying Dark 485 70 103 85 60 85 82,,,,,,,962 ,,,
b'963 FinizenWater  315 70 45 40 45 40 75',963 FinizenWater  315 70 45 40 45 40 75,,,,,,,963 ,,,
b'964 Palafin Hero FormWater  650 100 160 97 106 87 100',964 Palafin Hero FormWater  650 100 160 97 106 87 100,,,,,,,964 ,,,
b'964 Palafin Zero FormWater  457 100 70 72 53 62 100',964 Palafin Zero FormWater  457 100 70 72 53 62 100,,,,,,,964 ,,,
b'965 VaroomSteel Poison 300 45 70 63 30 45 47',965 VaroomSteel Poison 300 45 70 63 30 45 47,,,,,,,965 ,,,
b'966 RevavroomSteel Poison 500 80 119 90 54 67 90',966 RevavroomSteel Poison 500 80 119 90 54 67 90,,,,,,,966 ,,,
b'967 CyclizarDragon Normal 501 70 95 65 85 65 121',967 CyclizarDragon Normal 501 70 95 65 85 65 121,,,,,,,967 ,,,
b'968 OrthwormSteel  480 70 85 145 60 55 65',968 OrthwormSteel  480 70 85 145 60 55 65,,,,,,,968 ,,,
b'969 GlimmetRock Poison 350 48 35 42 105 60 60',969 GlimmetRock Poison 350 48 35 42 105 60 60,,,,,,,969 ,,,
b'970 GlimmoraRock Poison 525 83 55 90 130 81 86',970 GlimmoraRock Poison 525 83 55 90 130 81 86,,,,,,,970 ,,,
b'971 GreavardGhost  290 50 61 60 30 55 34',971 GreavardGhost  290 50 61 60 30 55 34,,,,,,,971 ,,,
b'972 HoundstoneGhost  488 72 101 100 50 97 68',972 HoundstoneGhost  488 72 101 100 50 97 68,,,,,,,972 ,,,
b'973 FlamigoFlying Fighting 500 82 115 74 75 64 90',973 FlamigoFlying Fighting 500 82 115 74 75 64 90,,,,,,,973 ,,,
b'974 CetoddleIce  334 108 68 45 30 40 43',974 CetoddleIce  334 108 68 45 30 40 43,,,,,,,974 ,,,
b'975 CetitanIce  521 170 113 65 45 55 73',975 CetitanIce  521 170 113 65 45 55 73,,,,,,,975 ,,,
b'976 VeluzaWater Psychic 478 90 102 73 78 65 70',976 VeluzaWater Psychic 478 90 102 73 78 65 70,,,,,,,976 ,,,
b'977 DondozoWater  530 150 100 115 65 65 35',977 DondozoWater  530 150 100 115 65 65 35,,,,,,,977 ,,,
b'978 TatsugiriDragon Water 475 68 50 60 120 95 82',978 TatsugiriDragon Water 475 68 50 60 120 95 82,,,,,,,978 ,,,
b'979 AnnihilapeFighting Ghost 535 110 115 80 50 90 90',979 AnnihilapeFighting Ghost 535 110 115 80 50 90 90,,,,,,,979 ,,,
b'980 ClodsirePoison Ground 430 130 75 60 45 100 20',980 ClodsirePoison Ground 430 130 75 60 45 100 20,,,,,,,980 ,,,
b'981 FarigirafNormal Psychic 520 120 90 70 110 70 60',981 FarigirafNormal Psychic 520 120 90 70 110 70 60,,,,,,,981 ,,,
b'982 Dudunsparce Three-Segment FormNormal  520 125 100 80 85 75 55',982 Dudunsparce Three-Segment FormNormal  520 125 100 80 85 75 55,,,,,,,982 ,,,
b'982 Dudunsparce Two-Segment FormNormal  520 125 100 80 85 75 55',982 Dudunsparce Two-Segment FormNormal  520 125 100 80 85 75 55,,,,,,,982 ,,,
b'983 KingambitDark Steel 550 100 135 120 60 85 50',983 KingambitDark Steel 550 100 135 120 60 85 50,,,,,,,983 ,,,
b'984 Great TuskGround Fighting 570 115 131 131 53 53 87',984 Great TuskGround Fighting 570 115 131 131 53 53 87,,,,,,,984 ,,,
b'985 Scream TailFairy Psychic 570 115 65 99 65 115 111',985 Scream TailFairy Psychic 570 115 65 99 65 115 111,,,,,,,985 ,,,
b'986 Brute BonnetGrass Dark 570 111 127 99 79 99 55',986 Brute BonnetGrass Dark 570 111 127 99 79 99 55,,,,,,,986 ,,,
b'987 Flutter ManeGhost Fairy 570 55 55 55 135 135 135',987 Flutter ManeGhost Fairy 570 55 55 55 135 135 135,,,,,,,987 ,,,
b'988 Slither WingBug Fighting 570 85 135 79 85 105 81',988 Slither WingBug Fighting 570 85 135 79 85 105 81,,,,,,,988 ,,,
b'989 Sandy ShocksElectric Ground 570 85 81 97 121 85 101',989 Sandy ShocksElectric Ground 570 85 81 97 121 85 101,,,,,,,989 ,,,
b'990 Iron Treads Ground Steel 570 90 112 120 72 70 106',990 Iron Treads Ground Steel 570 90 112 120 72 70 106,,,,,,,990 ,,,
b'991 Iron Bundle Ice Water 570 56 80 114 124 60 136',991 Iron Bundle Ice Water 570 56 80 114 124 60 136,,,,,,,991 ,,,
b'992 Iron Hands Fighting Electric 570 154 140 108 50 68 50',992 Iron Hands Fighting Electric 570 154 140 108 50 68 50,,,,,,,992 ,,,
b'993 Iron Jugulis Dark Flying 570 94 80 86 122 80 108',993 Iron Jugulis Dark Flying 570 94 80 86 122 80 108,,,,,,,993 ,,,
b'994 Iron Moth Fire Poison 570 80 70 60 140 110 110',994 Iron Moth Fire Poison 570 80 70 60 140 110 110,,,,,,,994 ,,,
b'995 Iron Thorns Rock Electric 570 100 134 110 70 84 72',995 Iron Thorns Rock Electric 570 100 134 110 70 84 72,,,,,,,995 ,,,
b'996 FrigibaxDragon Ice 320 65 75 45 35 45 55',996 FrigibaxDragon Ice 320 65 75 45 35 45 55,,,,,,,996 ,,,
b'997 ArctibaxDragon Ice 423 90 95 66 45 65 62',997 ArctibaxDragon Ice 423 90 95 66 45 65 62,,,,,,,997 ,,,
b'998 BaxcaliburDragon Ice 600 115 145 92 75 86 87',998 BaxcaliburDragon Ice 600 115 145 92 75 86 87,,,,,,,998 ,,,
b'999 Gimmighoul Chest FormGhost  300 45 30 70 75 70 10',999 Gimmighoul Chest FormGhost  300 45 30 70 75 70 10,,,,,,,999 ,,,
b'999 Gimmighoul Roaming FormGhost  300 45 30 25 75 45 80',999 Gimmighoul Roaming FormGhost  300 45 30 25 75 45 80,,,,,,,999 ,,,
